item1,item2,choice1,choice2,choice3,correct_choice (1-3)
C,D,E,J,F,1;G,H,C,I,B,2;B,C,D,H,F,1;D,E,J,F,I,2;A,B,E,H,C,3;E,F,C,G,I,2;F,G,C,H,I,2;J,A,B,G,C,1;I,J,B,E,A,3;H,I,D,C,J,3
A,B,D,I,C,3;E,F,I,B,G,3;D,E,H,J,F,3;I,J,A,D,F,1;B,C,D,F,I,1;F,G,D,H,A,2;J,A,B,D,H,1;G,H,A,C,I,3;H,I,B,J,E,2;C,D,I,H,E,3
I,J,A,F,C,1;G,H,C,I,B,2;B,C,D,E,H,1;J,A,H,B,C,2;H,I,E,J,C,2;C,D,G,A,E,3;A,B,I,F,C,3;E,F,G,C,H,1;D,E,F,B,H,1;F,G,C,H,I,2
H,I,J,B,D,1;C,D,J,E,G,2;G,H,E,I,B,2;E,F,H,A,G,3;F,G,J,D,H,3;D,E,F,J,G,1;A,B,G,E,C,3;I,J,B,A,G,2;J,A,B,C,F,1;B,C,E,D,J,2
G,H,I,J,E,1;F,G,H,D,A,1;A,B,G,C,E,2;E,F,G,A,H,1;D,E,A,G,F,3;C,D,I,G,E,3;I,J,G,A,B,2;J,A,B,G,C,1;B,C,H,D,F,2;H,I,E,B,J,3
C,D,A,F,E,3;A,B,E,C,H,2;G,H,I,B,E,1;H,I,J,A,E,1;F,G,A,D,H,3;B,C,F,I,D,3;E,F,I,G,A,2;I,J,A,D,E,1;J,A,C,B,H,2;D,E,H,B,F,3
D,E,J,G,F,3;I,J,A,F,C,1;F,G,H,A,D,1;C,D,J,E,F,2;H,I,D,C,J,3;J,A,B,C,F,1;A,B,E,C,H,2;E,F,A,G,H,2;B,C,F,J,D,3;G,H,C,I,B,2
G,H,D,I,J,2;H,I,J,A,D,1;E,F,I,C,G,3;I,J,G,A,D,2;J,A,H,B,E,2;B,C,E,J,D,3;A,B,C,E,H,1;D,E,H,F,J,2;C,D,H,I,E,3;F,G,A,C,H,3
J,A,E,B,G,2;C,D,E,J,G,1;F,G,A,C,H,3;E,F,C,G,I,2;H,I,J,F,C,1;A,B,C,G,E,1;D,E,B,I,F,3;G,H,A,C,I,3;I,J,C,G,A,3;B,C,G,D,J,2
I,J,C,A,E,2;J,A,H,B,E,2;D,E,F,J,G,1;F,G,H,B,J,1;H,I,F,J,A,2;E,F,A,G,J,2;G,H,C,A,I,3;A,B,E,G,C,3;B,C,H,G,D,3;C,D,E,I,F,1
A,B,G,C,F,2;D,E,I,J,F,3;J,A,B,F,C,1;I,J,A,G,B,1;G,H,C,I,A,2;E,F,G,I,B,1;F,G,D,I,H,3;C,D,A,E,H,2;B,C,D,G,J,1;H,I,J,F,C,1
B,C,D,H,E,1;J,A,B,C,F,1;D,E,J,G,F,3;A,B,G,C,E,2;I,J,G,D,A,3;F,G,I,H,D,2;C,D,F,E,J,2;H,I,B,E,J,3;G,H,I,J,C,1;E,F,I,B,G,3
D,E,A,I,F,3;H,I,A,J,D,2;E,F,J,B,G,3;B,C,H,E,D,3;J,A,B,F,E,1;I,J,A,G,D,1;G,H,D,J,I,3;A,B,E,C,G,2;F,G,D,H,J,2;C,D,E,A,F,1
G,H,E,A,I,3;F,G,H,A,C,1;D,E,A,F,G,2;J,A,B,C,G,1;A,B,I,C,F,2;I,J,D,E,A,3;H,I,J,A,E,1;B,C,G,D,J,2;E,F,C,H,G,3;C,D,J,E,G,2
A,B,G,F,C,3;C,D,E,F,A,1;J,A,H,B,C,2;G,H,I,E,A,1;E,F,I,G,A,2;H,I,D,B,J,3;I,J,C,A,F,2;B,C,J,D,F,2;D,E,F,B,I,1;F,G,B,H,I,2
