item1,item2,choice1,choice2,choice3,correct_choice (1-3)
G,H,J,I,E,2;H,I,C,F,J,3;I,J,A,C,E,1;F,G,A,H,B,2;C,D,H,E,J,2;D,E,F,J,H,1;E,F,C,J,G,3;J,A,B,G,E,1;B,C,H,G,D,3;A,B,H,F,C,3
H,I,A,E,J,3;A,B,D,C,I,2;B,C,D,F,I,1;F,G,H,I,D,1;E,F,C,G,H,2;G,H,I,D,A,1;D,E,F,A,I,1;J,A,C,B,G,2;C,D,A,G,E,3;I,J,C,G,A,3
D,E,I,F,A,2;G,H,I,E,J,1;B,C,D,J,E,1;F,G,I,C,H,3;H,I,D,J,A,2;I,J,E,B,A,3;J,A,F,E,B,3;C,D,H,E,A,2;E,F,G,B,I,1;A,B,H,C,F,2
F,G,H,I,C,1;J,A,E,F,B,3;E,F,I,G,B,2;H,I,F,J,B,2;C,D,E,H,A,1;D,E,F,A,G,1;I,J,E,C,A,3;A,B,C,E,H,1;G,H,C,A,I,3;B,C,D,G,J,1
E,F,J,C,G,3;F,G,H,J,D,1;D,E,J,F,I,2;H,I,B,F,J,3;I,J,E,D,A,3;B,C,G,I,D,3;C,D,H,E,A,2;G,H,I,J,C,1;A,B,D,C,I,2;J,A,H,B,C,2
B,C,G,H,D,3;I,J,G,A,C,2;G,H,B,I,E,2;D,E,F,H,J,1;H,I,J,D,B,1;A,B,C,D,I,1;C,D,J,G,E,3;J,A,B,D,F,1;F,G,A,H,D,2;E,F,C,G,J,2
F,G,A,D,H,3;B,C,D,E,J,1;A,B,D,C,H,2;J,A,B,C,H,1;H,I,A,E,J,3;E,F,J,G,C,2;C,D,G,I,E,3;I,J,A,B,E,1;G,H,I,C,J,1;D,E,H,F,B,2
A,B,C,F,G,1;B,C,D,G,J,1;J,A,G,B,D,2;D,E,F,B,G,1;C,D,J,H,E,3;G,H,E,J,I,3;I,J,F,C,A,3;F,G,A,H,C,2;E,F,B,I,G,3;H,I,C,F,J,3
B,C,D,G,H,1;I,J,F,B,A,3;A,B,F,C,I,2;H,I,D,C,J,3;D,E,F,I,B,1;F,G,B,I,H,3;J,A,H,E,B,3;G,H,B,I,E,2;C,D,I,E,G,2;E,F,G,J,B,1
J,A,B,F,C,1;A,B,G,C,E,2;I,J,C,E,A,3;B,C,F,H,D,3;G,H,I,J,E,1;H,I,D,C,J,3;D,E,B,F,G,2;F,G,I,C,H,3;E,F,J,G,B,2;C,D,E,F,I,1
E,F,I,B,G,3;F,G,C,H,A,2;D,E,G,F,J,2;J,A,F,B,E,2;C,D,E,A,F,1;A,B,C,H,E,1;I,J,F,D,A,3;G,H,B,D,I,3;H,I,A,J,D,2;B,C,D,J,F,1
C,D,F,J,E,3;A,B,C,E,H,1;B,C,H,D,G,2;I,J,A,C,E,1;J,A,B,C,G,1;D,E,B,H,F,3;H,I,F,J,B,2;E,F,G,B,H,1;F,G,H,J,D,1;G,H,I,A,D,1
J,A,B,C,F,1;A,B,D,G,C,3;B,C,D,F,I,1;D,E,A,H,F,3;E,F,C,G,H,2;I,J,F,A,D,2;H,I,J,D,C,1;C,D,I,G,E,3;G,H,A,I,C,2;F,G,H,B,A,1
I,J,A,F,B,1;H,I,E,J,A,2;D,E,J,F,I,2;A,B,H,E,C,3;F,G,C,A,H,3;G,H,B,D,I,3;E,F,G,I,B,1;J,A,C,H,B,3;B,C,H,G,D,3;C,D,F,E,A,2
F,G,I,H,C,2;C,D,H,E,I,2;H,I,J,A,F,1;D,E,A,H,F,3;A,B,I,C,F,2;J,A,C,B,H,2;E,F,H,A,G,3;I,J,D,F,A,3;B,C,E,J,D,3;G,H,I,D,A,1
