item1,item2,choice1,choice2,choice3,correct_choice (1-3)
D,E,I,F,A,2;I,J,B,G,A,3;C,D,E,H,J,1;B,C,E,D,I,2;E,F,B,J,G,3;J,A,B,G,E,1;F,G,D,J,H,3;H,I,J,A,D,1;G,H,C,I,B,2;A,B,H,C,E,2
A,B,C,D,G,1;E,F,C,I,G,3;B,C,F,D,H,2;D,E,I,F,B,2;G,H,D,I,J,2;H,I,E,B,J,3;C,D,E,J,G,1;I,J,A,D,F,1;J,A,C,H,B,3;F,G,H,C,I,1
H,I,J,A,F,1;A,B,H,E,C,3;D,E,G,F,B,2;G,H,E,I,J,2;F,G,H,B,I,1;C,D,A,G,E,3;J,A,B,H,C,1;I,J,A,D,G,1;B,C,D,I,E,1;E,F,A,G,J,2
A,B,C,G,D,1;F,G,D,H,A,2;E,F,G,B,H,1;G,H,E,I,A,2;C,D,A,G,E,3;D,E,A,F,I,2;I,J,C,G,A,3;H,I,D,A,J,3;B,C,D,G,J,1;J,A,B,G,C,1
D,E,I,B,F,3;F,G,D,I,H,3;G,H,J,I,E,2;A,B,C,H,F,1;B,C,D,F,I,1;E,F,H,B,G,3;J,A,B,E,H,1;C,D,J,E,F,2;I,J,B,E,A,3;H,I,J,C,E,1
G,H,I,D,J,1;J,A,F,E,B,3;C,D,F,E,A,2;D,E,F,I,J,1;F,G,D,H,J,2;B,C,I,D,E,2;I,J,C,F,A,3;H,I,E,J,A,2;A,B,F,H,C,3;E,F,H,G,A,2
H,I,J,F,A,1;F,G,C,I,H,3;D,E,G,A,F,3;A,B,D,C,G,2;J,A,D,B,H,2;B,C,G,D,J,2;G,H,C,J,I,3;E,F,G,J,C,1;I,J,A,F,C,1;C,D,H,I,E,3
A,B,C,E,H,1;C,D,I,E,H,2;E,F,G,B,H,1;I,J,G,A,B,2;D,E,B,I,F,3;G,H,I,E,B,1;F,G,B,A,H,3;B,C,H,D,E,2;H,I,C,E,J,3;J,A,D,G,B,3
I,J,E,C,A,3;C,D,E,F,A,1;E,F,A,G,H,2;H,I,B,J,D,2;D,E,J,H,F,3;G,H,I,E,A,1;J,A,H,B,E,2;A,B,C,D,I,1;F,G,I,C,H,3;B,C,H,D,F,2
F,G,I,H,C,2;D,E,F,J,H,1;I,J,E,D,A,3;J,A,D,H,B,3;E,F,A,G,H,2;C,D,F,A,E,3;B,C,G,J,D,3;A,B,C,F,G,1;G,H,I,J,D,1;H,I,J,B,D,1
J,A,B,D,G,1;A,B,G,C,D,2;F,G,D,H,I,2;C,D,H,J,E,3;I,J,A,D,G,1;H,I,D,J,B,2;D,E,B,F,I,2;E,F,A,G,I,2;G,H,B,E,I,3;B,C,D,H,E,1
A,B,I,C,D,2;I,J,D,E,A,3;H,I,E,A,J,3;J,A,B,G,D,1;B,C,I,F,D,3;D,E,B,H,F,3;G,H,B,I,E,2;E,F,G,I,B,1;C,D,E,G,I,1;F,G,J,H,D,2
B,C,H,D,F,2;F,G,A,D,H,3;C,D,F,A,E,3;J,A,B,F,C,1;A,B,G,E,C,3;D,E,I,F,J,2;E,F,A,G,J,2;G,H,A,D,I,3;H,I,J,B,E,1;I,J,D,A,F,2
J,A,D,B,F,2;A,B,F,C,G,2;H,I,B,F,J,3;F,G,H,C,J,1;G,H,E,J,I,3;B,C,G,D,I,2;D,E,I,J,F,3;I,J,A,F,B,1;C,D,E,J,G,1;E,F,G,A,J,1
G,H,A,E,I,3;I,J,B,A,G,2;D,E,A,H,F,3;H,I,J,E,C,1;A,B,C,D,I,1;C,D,H,J,E,3;F,G,D,J,H,3;J,A,C,G,B,3;E,F,H,G,B,2;B,C,D,H,E,1
