item1,item2,choice1,choice2,choice3,correct_choice (1-3)
E,F,A,J,G,3;B,C,J,D,F,2;I,J,B,A,F,2;H,I,J,E,B,1;F,G,H,I,C,1;D,E,B,I,F,3;J,A,G,E,B,3;C,D,F,I,E,3;A,B,C,I,D,1;G,H,J,C,I,3
J,A,G,C,B,3;F,G,I,H,D,2;D,E,F,I,B,1;I,J,A,D,E,1;G,H,A,I,C,2;A,B,C,I,E,1;E,F,J,C,G,3;H,I,D,C,J,3;C,D,J,E,F,2;B,C,D,F,J,1
B,C,E,I,D,3;E,F,I,A,G,3;H,I,J,A,D,1;D,E,B,F,I,2;C,D,J,H,E,3;A,B,C,F,H,1;F,G,C,H,J,2;G,H,J,D,I,3;J,A,E,B,G,2;I,J,B,G,A,3
H,I,J,E,B,1;B,C,J,E,D,3;C,D,E,H,I,1;A,B,G,D,C,3;I,J,A,C,E,1;D,E,B,I,F,3;F,G,A,H,D,2;E,F,J,G,C,2;J,A,B,F,C,1;G,H,C,J,I,3
D,E,A,I,F,3;A,B,D,C,G,2;I,J,A,D,E,1;J,A,E,B,H,2;C,D,F,I,E,3;E,F,H,G,C,2;F,G,H,C,I,1;B,C,G,H,D,3;G,H,C,I,A,2;H,I,J,A,F,1
B,C,F,D,J,2;F,G,B,H,I,2;C,D,J,G,E,3;E,F,G,J,A,1;D,E,G,A,F,3;J,A,C,B,H,2;A,B,D,C,I,2;H,I,B,D,J,3;I,J,A,G,C,1;G,H,I,D,J,1
G,H,I,D,J,1;F,G,D,I,H,3;B,C,D,E,H,1;H,I,C,J,D,2;J,A,G,B,E,2;A,B,F,G,C,3;E,F,G,J,C,1;I,J,A,B,F,1;C,D,J,H,E,3;D,E,G,F,A,2
I,J,E,A,C,2;C,D,E,I,H,1;D,E,J,F,I,2;B,C,I,E,D,3;E,F,G,H,A,1;J,A,F,D,B,3;H,I,C,D,J,3;F,G,B,J,H,3;A,B,C,F,I,1;G,H,C,I,A,2
B,C,I,E,D,3;H,I,B,E,J,3;I,J,C,A,F,2;C,D,H,E,A,2;J,A,B,G,C,1;G,H,I,C,J,1;E,F,G,H,A,1;F,G,C,A,H,3;A,B,C,F,H,1;D,E,B,G,F,3
C,D,H,A,E,3;E,F,H,G,B,2;D,E,F,I,B,1;J,A,G,E,B,3;H,I,C,J,F,2;B,C,D,G,I,1;A,B,C,H,D,1;G,H,D,I,A,2;F,G,J,H,D,2;I,J,A,E,D,1
C,D,H,J,E,3;B,C,G,D,I,2;J,A,H,B,E,2;F,G,A,D,H,3;D,E,F,B,G,1;I,J,D,G,A,3;G,H,I,A,E,1;E,F,A,I,G,3;A,B,I,D,C,3;H,I,J,E,B,1
J,A,B,E,G,1;A,B,C,E,I,1;C,D,A,E,F,2;E,F,C,G,H,2;D,E,A,F,I,2;B,C,E,H,D,3;I,J,F,C,A,3;G,H,B,I,E,2;H,I,J,F,C,1;F,G,H,I,D,1
F,G,J,C,H,3;I,J,D,E,A,3;E,F,G,A,J,1;J,A,C,F,B,3;G,H,B,I,D,2;D,E,A,I,F,3;B,C,E,D,H,2;C,D,E,H,J,1;H,I,F,B,J,3;A,B,F,C,I,2
G,H,I,D,A,1;B,C,E,D,I,2;H,I,A,F,J,3;D,E,F,H,J,1;J,A,E,H,B,3;C,D,A,E,F,2;F,G,I,D,H,3;I,J,E,A,B,2;E,F,A,G,I,2;A,B,C,D,G,1
G,H,I,D,A,1;C,D,G,E,A,2;F,G,D,A,H,3;B,C,D,J,E,1;A,B,G,C,D,2;D,E,A,F,H,2;E,F,B,G,H,2;J,A,H,D,B,3;H,I,F,J,C,2;I,J,C,A,E,2
