item1,item2,choice1,choice2,choice3,correct_choice (1-3)
J,A,F,E,B,3;G,H,J,I,E,2;F,G,H,A,C,1;I,J,B,E,A,3;A,B,G,E,C,3;E,F,H,G,C,2;C,D,E,H,A,1;D,E,F,I,J,1;B,C,D,G,I,1;H,I,D,A,J,3
J,A,D,B,G,2;B,C,F,I,D,3;H,I,J,C,F,1;E,F,G,H,A,1;C,D,J,G,E,3;F,G,C,H,J,2;A,B,G,C,F,2;D,E,F,I,J,1;G,H,B,D,I,3;I,J,G,C,A,3
B,C,I,E,D,3;A,B,C,H,F,1;C,D,A,F,E,3;F,G,H,J,D,1;J,A,G,B,E,2;H,I,J,C,E,1;D,E,G,A,F,3;G,H,B,I,E,2;E,F,C,G,H,2;I,J,A,E,D,1
G,H,A,I,D,2;B,C,D,J,E,1;J,A,B,H,C,1;A,B,H,C,E,2;D,E,F,I,J,1;C,D,J,G,E,3;F,G,D,J,H,3;E,F,G,C,J,1;I,J,A,B,E,1;H,I,J,E,A,1
A,B,H,E,C,3;B,C,D,E,J,1;F,G,D,A,H,3;C,D,E,H,A,1;H,I,J,A,F,1;G,H,D,I,A,2;E,F,B,G,I,2;D,E,G,F,B,2;J,A,D,F,B,3;I,J,F,C,A,3
B,C,F,D,H,2;F,G,A,H,C,2;H,I,B,D,J,3;E,F,G,H,C,1;I,J,E,C,A,3;A,B,D,G,C,3;J,A,B,E,H,1;C,D,H,E,A,2;D,E,G,J,F,3;G,H,I,B,E,1
I,J,A,D,F,1;E,F,A,I,G,3;C,D,J,E,H,2;B,C,H,E,D,3;J,A,C,G,B,3;H,I,J,C,D,1;D,E,F,I,J,1;F,G,A,H,D,2;A,B,I,E,C,3;G,H,C,I,B,2
I,J,F,A,B,2;A,B,C,I,F,1;D,E,F,J,H,1;H,I,D,J,B,2;G,H,E,J,I,3;J,A,G,D,B,3;B,C,J,D,F,2;F,G,B,A,H,3;E,F,G,A,I,1;C,D,E,F,I,1
A,B,C,H,D,1;H,I,E,J,C,2;I,J,F,D,A,3;G,H,I,B,D,1;F,G,I,C,H,3;B,C,D,G,I,1;C,D,J,E,G,2;E,F,I,G,C,2;J,A,C,F,B,3;D,E,F,G,B,1
B,C,D,J,E,1;A,B,E,I,C,3;D,E,I,F,J,2;G,H,C,J,I,3;C,D,G,E,A,2;E,F,G,H,A,1;H,I,D,J,C,2;I,J,A,G,C,1;J,A,B,H,D,1;F,G,A,C,H,3
A,B,E,C,I,2;D,E,F,B,H,1;I,J,D,G,A,3;H,I,F,A,J,3;G,H,B,I,E,2;F,G,C,A,H,3;C,D,I,G,E,3;E,F,A,G,H,2;B,C,D,I,G,1;J,A,G,B,E,2
D,E,B,G,F,3;C,D,I,G,E,3;G,H,J,I,E,2;E,F,H,G,C,2;F,G,H,J,D,1;I,J,G,D,A,3;H,I,J,E,A,1;A,B,C,F,G,1;J,A,B,E,H,1;B,C,H,D,F,2
H,I,B,E,J,3;E,F,J,C,G,3;D,E,G,F,B,2;A,B,C,E,I,1;J,A,D,H,B,3;C,D,G,J,E,3;F,G,J,H,D,2;I,J,A,E,B,1;B,C,D,F,I,1;G,H,A,I,E,2
H,I,D,A,J,3;J,A,B,D,H,1;C,D,J,E,G,2;B,C,D,E,H,1;A,B,H,D,C,3;E,F,I,G,A,2;D,E,F,A,G,1;G,H,E,I,B,2;F,G,C,H,J,2;I,J,A,B,G,1
E,F,B,J,G,3;F,G,A,H,D,2;H,I,J,C,D,1;D,E,F,B,H,1;I,J,B,A,F,2;G,H,D,B,I,3;A,B,I,E,C,3;J,A,B,C,F,1;B,C,D,G,H,1;C,D,A,E,F,2
