item1,item2,choice1,choice2,choice3,correct_choice (1-3)
I,B,J,E,C,1;B,J,C,A,G,2;J,A,E,B,D,2;B,C,D,E,F,1;C,D,H,G,E,3;E,F,A,G,I,2;G,E,A,H,B,2;H,I,B,D,J,1;A,B,G,D,C,3;E,H,I,A,B,1;D,E,H,I,F,3;F,G,E,H,B,1
F,G,B,E,A,2;E,F,A,G,I,2;H,I,J,D,B,3;G,E,H,C,I,1;C,D,E,B,G,1;D,E,J,F,H,2;A,B,F,H,C,3;J,A,C,B,G,2;I,B,J,F,A,1;B,C,H,G,D,3;B,J,F,C,A,3;E,H,B,I,D,2
J,A,B,E,G,1;C,D,E,G,H,1;B,C,H,E,D,3;I,B,D,A,J,3;G,E,I,H,A,2;H,I,B,A,C,1;A,B,G,E,C,3;D,E,B,G,F,3;F,G,I,E,J,2;B,J,A,F,D,1;E,F,G,H,B,1;E,H,C,I,B,2
G,E,J,H,A,2;F,G,E,I,B,1;E,H,C,I,A,2;B,C,F,I,D,3;C,D,H,E,F,2;J,A,C,G,B,3;H,I,J,B,D,2;B,J,C,A,F,2;A,B,C,H,E,1;D,E,I,H,F,3;E,F,G,B,I,1;I,B,F,J,A,2
B,J,E,A,D,2;J,A,B,G,E,1;I,B,J,E,A,1;C,D,E,G,H,1;D,E,I,H,F,3;B,C,G,I,D,3;G,E,A,H,B,2;H,I,D,B,J,2;F,G,B,H,E,3;A,B,C,F,E,1;E,H,D,A,I,3;E,F,J,G,I,2
B,C,I,F,D,3;F,G,E,I,B,1;E,H,D,I,J,2;D,E,G,F,J,2;C,D,E,F,I,1;B,J,G,C,A,3;G,E,H,B,A,1;E,F,H,J,G,3;H,I,D,B,J,2;J,A,E,C,B,3;A,B,E,H,C,3;I,B,F,J,A,2
G,E,C,J,H,3;B,C,D,F,H,1;D,E,J,F,G,2;C,D,E,B,F,1;A,B,C,H,F,1;H,I,C,B,J,2;F,G,H,B,E,3;E,F,I,G,B,2;I,B,A,F,J,3;B,J,A,C,F,1;E,H,C,J,I,3;J,A,G,B,D,2
B,C,F,D,H,2;D,E,G,F,I,2;J,A,E,G,B,3;I,B,C,F,J,3;B,J,A,F,D,1;A,B,C,H,D,1;C,D,E,F,H,1;H,I,J,C,B,3;E,H,I,B,A,1;E,F,I,G,A,2;G,E,C,H,B,2;F,G,I,J,E,3
I,B,D,C,J,3;A,B,E,C,G,2;J,A,B,E,D,1;C,D,G,E,H,2;B,J,E,C,A,3;G,E,B,H,A,2;E,F,G,B,I,1;D,E,H,J,F,3;F,G,E,B,J,1;E,H,I,D,J,1;H,I,B,C,A,1;B,C,E,D,H,2
D,E,F,I,G,1;J,A,E,C,B,3;H,I,E,B,J,2;E,H,A,I,D,2;B,C,D,I,E,1;G,E,C,H,J,2;A,B,C,G,F,1;F,G,A,B,E,3;I,B,A,E,J,3;B,J,D,F,A,3;E,F,G,J,I,1;C,D,E,F,I,1
B,J,G,D,A,3;B,C,D,F,E,1;C,D,E,B,F,1;J,A,E,F,B,3;H,I,A,B,D,2;A,B,C,D,H,1;E,H,I,A,C,1;F,G,B,H,E,3;G,E,B,H,C,2;D,E,G,I,F,3;I,B,J,A,E,1;E,F,I,G,A,2
B,J,G,A,C,2;C,D,E,G,H,1;G,E,C,B,H,3;J,A,B,C,E,1;E,H,C,I,B,2;A,B,G,C,F,2;H,I,B,C,J,1;D,E,I,F,G,2;E,F,G,B,I,1;I,B,E,A,J,3;F,G,H,B,E,3;B,C,D,I,F,1
A,B,E,C,D,2;C,D,H,F,E,3;I,B,J,E,C,1;J,A,E,F,B,3;B,C,D,E,I,1;F,G,A,E,I,2;B,J,E,A,C,2;D,E,H,B,F,3;E,H,I,C,B,1;G,E,H,A,I,1;E,F,B,H,G,3;H,I,B,C,A,1
G,E,H,A,B,1;D,E,B,F,H,2;B,C,I,E,D,3;H,I,B,C,A,1;C,D,H,F,E,3;E,F,B,G,I,2;J,A,D,F,B,3;E,H,D,J,I,3;F,G,E,I,A,1;B,J,F,C,A,3;I,B,C,J,D,2;A,B,D,C,G,2
D,E,I,F,H,2;E,H,A,D,I,3;B,J,C,A,G,2;F,G,E,B,I,1;A,B,G,C,F,2;E,F,G,B,I,1;B,C,I,D,F,2;I,B,J,E,A,1;G,E,H,A,B,1;J,A,C,G,B,3;H,I,D,J,B,3;C,D,G,E,B,2
