item1,item2,choice1,choice2,choice3,correct_choice (1-3)
B,J,F,C,A,3;C,D,I,E,F,2;I,B,A,F,J,3;E,F,I,G,A,2;D,E,H,J,F,3;B,C,D,F,H,1;F,G,B,H,E,3;A,B,C,D,G,1;H,I,B,A,C,1;E,H,B,D,I,3;G,E,H,J,C,1;J,A,B,E,C,1
A,B,C,G,F,1;J,A,F,B,E,2;B,C,D,E,G,1;D,E,H,B,F,3;H,I,E,J,B,3;G,E,B,H,C,2;E,F,G,H,J,1;E,H,B,C,I,3;F,G,I,E,A,2;I,B,E,C,J,3;C,D,G,I,E,3;B,J,C,A,G,2
B,J,C,G,A,3;H,I,D,B,A,2;E,F,H,A,G,3;D,E,F,H,J,1;F,G,A,E,H,2;J,A,E,B,G,2;E,H,I,A,B,1;I,B,J,D,C,1;C,D,E,H,G,1;B,C,H,D,G,2;G,E,C,H,I,2;A,B,G,C,D,2
E,F,G,J,H,1;C,D,H,F,E,3;J,A,F,B,E,2;E,H,D,J,I,3;B,J,C,A,G,2;G,E,H,A,B,1;I,B,E,J,C,2;A,B,H,F,C,3;F,G,J,E,H,2;B,C,D,H,F,1;H,I,J,D,B,3;D,E,H,J,F,3
G,E,J,H,B,2;F,G,E,J,H,1;I,B,C,J,D,2;B,J,A,F,D,1;E,H,B,I,D,2;E,F,H,J,G,3;D,E,H,B,F,3;H,I,E,B,J,2;A,B,H,E,C,3;C,D,E,G,H,1;B,C,G,D,H,2;J,A,D,E,B,3
J,A,B,C,G,1;C,D,H,G,E,3;B,J,F,A,C,2;B,C,D,H,F,1;A,B,G,C,E,2;H,I,B,D,A,1;D,E,G,B,F,3;E,F,J,G,H,2;G,E,A,B,H,3;E,H,B,D,I,3;I,B,J,C,D,1;F,G,A,E,B,2
J,A,D,E,B,3;F,G,E,B,J,1;I,B,F,J,A,2;H,I,E,B,J,2;G,E,H,C,I,1;B,C,D,G,H,1;C,D,B,E,F,2;A,B,E,G,C,3;E,F,G,I,J,1;D,E,G,F,B,2;B,J,A,G,D,1;E,H,J,D,I,3
E,H,A,I,D,2;A,B,D,H,C,3;J,A,B,G,E,1;I,B,D,A,J,3;B,C,D,G,H,1;G,E,B,C,H,3;E,F,A,I,G,3;H,I,B,C,J,1;C,D,H,G,E,3;F,G,E,B,J,1;B,J,E,A,D,2;D,E,F,G,B,1
E,H,C,B,I,3;B,C,D,F,I,1;A,B,E,C,G,2;I,B,J,A,D,1;E,F,I,G,B,2;D,E,F,I,G,1;J,A,G,B,E,2;C,D,B,E,F,2;B,J,E,A,C,2;H,I,A,E,B,3;G,E,J,C,H,3;F,G,I,E,J,2
B,J,G,A,D,2;J,A,C,F,B,3;H,I,A,C,B,3;E,F,G,B,I,1;I,B,J,C,F,1;A,B,E,C,F,2;G,E,H,C,I,1;D,E,B,F,H,2;E,H,A,I,D,2;F,G,E,H,B,1;B,C,E,H,D,3;C,D,H,G,E,3
B,C,D,E,I,1;H,I,J,C,B,3;F,G,A,B,E,3;A,B,C,D,E,1;E,F,J,G,I,2;B,J,G,D,A,3;D,E,G,F,B,2;E,H,B,I,A,2;I,B,J,D,C,1;J,A,E,D,B,3;C,D,B,E,G,2;G,E,C,H,J,2
I,B,J,F,C,1;B,C,E,D,G,2;B,J,G,C,A,3;D,E,H,J,F,3;J,A,G,B,C,2;A,B,D,E,C,3;G,E,J,H,B,2;H,I,B,J,E,1;F,G,E,J,H,1;E,F,I,G,A,2;C,D,E,H,F,1;E,H,B,D,I,3
D,E,H,F,I,2;C,D,F,H,E,3;B,C,D,I,F,1;F,G,B,J,E,3;J,A,E,G,B,3;H,I,J,B,D,2;E,H,C,B,I,3;E,F,H,J,G,3;A,B,C,E,G,1;B,J,C,A,E,2;G,E,C,H,B,2;I,B,F,C,J,3
F,G,J,E,H,2;G,E,J,B,H,3;C,D,E,G,B,1;B,C,G,I,D,3;E,F,G,J,I,1;D,E,F,H,B,1;H,I,A,B,C,2;B,J,F,C,A,3;A,B,F,H,C,3;I,B,C,E,J,3;J,A,B,G,C,1;E,H,I,J,D,1
C,D,E,F,I,1;B,C,E,D,H,2;D,E,G,F,I,2;E,F,G,I,B,1;E,H,C,B,I,3;H,I,D,J,B,3;F,G,J,B,E,3;J,A,D,B,F,2;I,B,J,D,C,1;G,E,H,C,B,1;B,J,F,A,C,2;A,B,C,E,G,1
