item1,item2,choice1,choice2,choice3,correct_choice (1-3)
L,M,C,A,J,3;H,I,J,F,O,2;I,F,M,J,P,2;B,F,G,J,I,1;K,L,M,N,C,1;E,B,M,F,I,2;J,K,B,M,L,3;G,H,I,O,K,1;F,G,H,A,J,1;C,D,E,L,G,1;P,A,I,B,C,2;F,J,M,P,K,3;B,C,K,E,D,3;M,J,P,A,D,2;N,O,H,P,A,2;A,N,F,O,P,2;D,E,B,K,G,1;A,B,F,D,C,3;J,A,B,N,O,2;O,P,G,A,C,2
D,E,B,K,G,1;A,B,D,C,I,2;B,C,D,K,F,1;H,I,L,O,F,3;J,A,F,N,O,2;L,M,D,J,O,2;C,D,B,K,E,3;A,N,O,G,B,1;K,L,M,D,N,1;I,F,O,M,J,3;J,K,A,C,L,3;N,O,P,B,F,1;F,J,P,M,K,3;B,F,I,M,G,3;O,P,C,A,I,2;P,A,B,E,F,1;E,B,F,I,L,1;M,J,B,N,A,3;F,G,J,H,A,2;G,H,I,O,K,1
G,H,N,I,F,2;H,I,F,P,K,1;L,M,E,O,J,3;J,K,C,L,A,2;K,L,C,M,N,2;O,P,D,G,A,3;D,E,B,H,M,1;C,D,E,G,J,1;E,B,L,F,I,2;P,A,B,I,C,1;B,F,I,G,A,2;J,A,F,O,N,3;M,J,E,A,N,2;N,O,F,A,P,3;F,G,A,J,H,3;A,B,I,E,C,3;F,J,B,K,L,2;B,C,K,D,F,2;A,N,P,O,B,2;I,F,J,K,A,1
N,O,F,P,C,2;I,F,J,L,A,1;H,I,L,F,P,2;M,J,B,O,A,3;K,L,M,C,N,1;J,A,N,F,O,1;C,D,E,K,F,1;A,N,B,F,O,3;G,H,N,I,K,2;B,C,D,J,E,1;J,K,L,A,C,1;E,B,F,H,J,1;F,J,M,K,A,2;A,B,D,I,C,3;O,P,H,C,A,3;D,E,K,F,B,3;P,A,F,B,C,2;L,M,C,O,J,3;F,G,J,H,I,2;B,F,A,I,G,3
D,E,B,K,G,1;B,F,J,G,I,2;J,K,B,L,A,2;B,C,D,K,E,1;P,A,C,H,B,3;A,N,P,F,O,3;N,O,F,P,B,2;H,I,J,O,F,3;F,G,H,I,A,1;L,M,O,C,J,3;G,H,A,F,I,3;I,F,J,K,A,1;F,J,K,M,A,1;K,L,M,N,D,1;O,P,G,D,A,3;M,J,N,A,D,2;E,B,H,M,F,3;C,D,K,B,E,3;J,A,P,N,B,2;A,B,J,D,C,3
F,G,A,H,I,2;P,A,B,I,C,1;H,I,F,O,L,1;D,E,M,F,B,3;L,M,J,D,N,1;E,B,I,F,L,2;B,F,J,H,G,3;A,B,J,E,C,3;N,O,P,A,G,1;O,P,D,A,H,2;A,N,O,P,F,1;G,H,A,J,I,3;I,F,J,M,A,1;C,D,E,B,K,1;B,C,J,D,E,2;K,L,B,A,M,3;F,J,M,K,B,2;M,J,E,P,A,3;J,A,E,P,N,3;J,K,L,A,B,1
I,F,P,J,L,2;H,I,F,P,J,1;J,K,C,L,A,2;A,N,O,G,B,1;B,F,J,H,G,3;K,L,N,D,M,3;D,E,K,B,F,2;O,P,G,C,A,3;G,H,F,N,I,3;A,B,I,E,C,3;F,G,H,N,J,1;B,C,E,D,F,2;F,J,M,K,P,2;E,B,F,L,G,1;N,O,B,P,H,2;C,D,F,J,E,3;J,A,N,P,F,1;P,A,B,I,E,1;M,J,D,N,A,3;L,M,D,J,O,2
O,P,C,G,A,3;M,J,A,N,D,1;H,I,L,F,P,2;B,C,E,D,F,2;J,A,P,E,N,3;A,N,G,O,B,2;N,O,P,C,H,1;D,E,M,B,G,2;I,F,J,M,O,1;P,A,B,F,E,1;G,H,F,O,I,3;F,J,M,P,K,3;L,M,J,C,A,1;K,L,N,C,M,3;C,D,B,E,K,2;F,G,H,J,I,1;A,B,I,E,C,3;E,B,H,M,F,3;J,K,A,L,C,2;B,F,I,G,A,2
F,J,P,K,M,2;I,F,L,O,J,3;D,E,B,K,H,1;G,H,O,K,I,3;P,A,B,E,H,1;E,B,L,F,G,2;B,C,E,D,F,2;F,G,I,A,H,3;C,D,E,J,G,1;H,I,F,O,L,1;K,L,C,J,M,3;N,O,C,G,P,3;J,K,M,L,A,2;L,M,J,E,N,1;O,P,C,A,I,2;J,A,N,O,B,1;A,B,J,D,C,3;B,F,H,M,G,3;M,J,A,N,D,1;A,N,G,O,B,2
P,A,H,D,B,3;I,F,K,J,P,2;A,B,C,E,F,1;L,M,E,O,J,3;O,P,G,A,B,2;B,C,D,J,E,1;D,E,B,G,L,1;K,L,N,D,M,3;M,J,E,A,N,2;E,B,H,F,M,2;N,O,P,H,B,1;F,J,B,L,K,3;F,G,H,N,J,1;H,I,F,N,J,1;C,D,B,L,E,3;G,H,I,K,N,1;J,A,O,N,F,2;B,F,M,G,H,2;J,K,L,B,A,1;A,N,P,O,B,2
