item1,item2,choice1,choice2,choice3,correct_choice (1-3)
B,C,D,F,K,1;J,K,A,L,M,2;J,A,B,N,O,2;O,P,A,I,D,1;H,I,L,N,F,3;E,B,F,J,G,1;L,M,J,C,O,1;M,J,A,B,N,1;A,B,D,F,C,3;I,F,M,A,J,3;C,D,K,G,E,3;B,F,H,G,J,2;D,E,B,L,F,1;A,N,B,O,G,2;N,O,H,P,C,2;F,G,I,J,H,3;P,A,B,H,D,1;K,L,D,N,M,3;F,J,P,M,K,3;G,H,J,I,O,2
B,C,E,D,J,2;L,M,O,J,D,2;A,B,D,F,C,3;I,F,M,A,J,3;F,J,K,L,P,1;M,J,A,O,D,1;J,K,B,A,L,3;C,D,F,E,L,2;A,N,O,B,P,1;K,L,M,A,B,1;N,O,H,P,A,2;B,F,I,M,G,3;G,H,N,I,J,2;O,P,D,G,A,3;F,G,A,H,I,2;E,B,G,J,F,3;J,A,N,E,O,1;P,A,D,B,F,2;D,E,B,H,M,1;H,I,F,K,N,1
B,C,D,J,F,1;J,A,O,N,E,2;I,F,P,J,L,2;D,E,M,F,B,3;B,F,J,H,G,3;P,A,I,B,C,2;C,D,G,J,E,3;F,G,H,J,N,1;K,L,C,A,M,3;O,P,H,A,D,2;F,J,A,K,L,2;G,H,I,N,F,1;A,N,O,P,F,1;M,J,N,A,E,2;E,B,I,F,J,2;A,B,C,D,I,1;L,M,J,D,N,1;N,O,P,G,C,1;J,K,C,L,A,2;H,I,L,F,N,2
F,J,K,M,A,1;N,O,G,B,P,3;J,K,L,M,B,1;E,B,G,F,M,2;O,P,G,D,A,3;A,B,E,F,C,3;B,C,E,D,F,2;F,G,H,J,A,1;P,A,C,B,I,2;A,N,G,B,O,3;C,D,E,G,K,1;J,A,B,O,N,3;D,E,L,F,B,3;K,L,C,J,M,3;L,M,J,D,N,1;I,F,A,J,L,2;B,F,M,H,G,3;H,I,P,F,K,2;G,H,I,K,N,1;M,J,B,A,O,2
P,A,C,B,I,2;B,C,J,D,E,2;A,N,B,F,O,3;E,B,F,M,G,1;H,I,F,J,O,1;M,J,O,E,A,3;J,K,L,A,M,1;B,F,G,H,M,1;L,M,D,N,J,3;N,O,H,P,C,2;G,H,K,O,I,3;C,D,E,B,K,1;F,J,M,B,K,3;I,F,A,J,L,2;D,E,K,B,H,2;A,B,E,F,C,3;F,G,A,J,H,3;K,L,N,M,B,2;O,P,A,C,I,1;J,A,N,O,F,1
J,K,L,C,A,1;I,F,L,P,J,3;P,A,C,B,I,2;E,B,I,F,L,2;B,C,F,D,J,2;B,F,H,J,G,3;O,P,A,C,H,1;A,N,B,O,P,2;J,A,O,B,N,3;A,B,D,C,I,2;G,H,J,A,I,3;C,D,E,B,J,1;K,L,M,A,D,1;H,I,J,F,N,2;F,G,H,N,J,1;N,O,F,A,P,3;L,M,O,J,D,2;M,J,B,N,A,3;F,J,M,A,K,3;D,E,B,L,G,1
L,M,J,E,A,1;P,A,H,B,E,2;F,J,M,B,K,3;B,C,E,F,D,3;O,P,A,G,B,1;N,O,P,B,F,1;B,F,J,G,I,2;M,J,B,A,O,2;E,B,F,M,H,1;H,I,F,O,K,1;C,D,B,L,E,3;J,K,C,M,L,3;J,A,O,N,F,2;I,F,M,J,P,2;A,B,C,F,E,1;K,L,C,A,M,3;D,E,M,B,F,2;F,G,H,J,A,1;A,N,B,O,P,2;G,H,A,F,I,3
P,A,I,C,B,3;A,N,P,O,B,2;O,P,C,I,A,3;B,C,D,J,E,1;N,O,C,P,H,2;D,E,B,F,K,1;K,L,M,A,B,1;I,F,M,J,O,2;G,H,J,O,I,3;L,M,N,C,J,3;H,I,O,F,K,2;B,F,A,G,I,2;M,J,O,D,A,3;F,J,A,L,K,3;F,G,I,N,H,3;A,B,C,D,I,1;J,K,L,A,B,1;E,B,H,L,F,3;C,D,K,E,G,2;J,A,N,E,P,1
A,N,G,O,P,2;O,P,A,H,B,1;E,B,I,J,F,3;K,L,B,M,A,2;J,A,N,B,O,1;B,F,G,J,I,1;M,J,B,N,A,3;H,I,K,F,P,2;L,M,D,J,N,2;D,E,M,H,B,3;C,D,F,K,E,3;J,K,A,M,L,3;N,O,C,P,H,2;I,F,J,O,M,1;F,J,K,M,B,1;P,A,I,B,D,2;F,G,H,N,I,1;A,B,J,E,C,3;B,C,E,F,D,3;G,H,N,J,I,3
J,K,L,A,C,1;G,H,N,I,F,2;M,J,O,D,A,3;B,F,H,G,A,2;F,G,H,A,J,1;N,O,G,C,P,3;P,A,D,I,B,3;A,N,O,B,F,1;C,D,F,J,E,3;I,F,K,J,P,2;L,M,J,A,E,1;K,L,A,M,D,2;A,B,E,C,F,2;O,P,A,I,C,1;F,J,L,B,K,3;B,C,D,J,F,1;D,E,B,H,M,1;J,A,O,N,B,2;E,B,M,F,H,2;H,I,P,J,F,3
