item1,item2,choice1,choice2,choice3,correct_choice (1-3)
B,F,A,I,G,3;K,L,M,N,B,1;P,A,H,B,C,2;L,M,J,A,D,1;C,D,J,E,F,2;E,B,M,H,F,3;I,F,J,M,O,1;J,A,P,N,F,2;B,C,F,K,D,3;F,J,L,A,K,3;N,O,F,C,P,3;H,I,F,J,N,1;J,K,C,L,M,2;M,J,B,O,A,3;D,E,G,L,B,3;A,N,G,B,O,3;F,G,H,J,N,1;O,P,A,D,G,1;A,B,D,C,J,2;G,H,J,I,A,2
L,M,E,J,O,2;C,D,B,K,E,3;I,F,K,O,J,3;J,K,L,M,A,1;H,I,J,F,N,2;D,E,F,M,B,3;G,H,I,F,A,1;K,L,J,M,B,2;A,N,G,O,B,2;O,P,A,D,I,1;N,O,G,C,P,3;M,J,P,E,A,3;F,G,H,N,J,1;P,A,B,F,C,1;F,J,P,K,M,2;B,F,I,J,G,3;A,B,C,J,D,1;E,B,M,G,F,3;J,A,B,P,N,3;B,C,F,D,J,2
O,P,I,D,A,3;K,L,M,C,A,1;E,B,M,G,F,3;F,J,K,L,P,1;P,A,C,B,F,2;J,A,N,P,E,1;L,M,J,O,C,1;A,N,O,P,G,1;I,F,O,K,J,3;C,D,E,G,J,1;D,E,H,B,K,2;H,I,O,F,L,2;M,J,N,A,D,2;J,K,B,M,L,3;A,B,J,C,D,2;F,G,N,I,H,3;N,O,P,G,A,1;B,C,D,J,F,1;B,F,J,I,G,3;G,H,N,I,F,2
F,G,N,H,J,2;J,K,L,B,A,1;A,N,P,G,O,3;M,J,E,P,A,3;L,M,J,O,E,1;F,J,K,L,P,1;N,O,C,P,F,2;I,F,O,M,J,3;J,A,B,N,O,2;K,L,J,C,M,3;O,P,H,A,D,2;A,B,C,J,E,1;G,H,I,F,A,1;B,F,I,M,G,3;B,C,E,D,J,2;D,E,G,B,M,2;H,I,J,P,F,3;C,D,E,J,B,1;P,A,H,B,C,2;E,B,I,L,F,3
J,K,A,M,L,3;N,O,P,G,A,1;A,N,P,F,O,3;I,F,K,J,A,2;J,A,N,P,E,1;F,G,J,H,N,2;O,P,H,C,A,3;B,C,D,J,E,1;M,J,D,A,P,2;F,J,L,A,K,3;L,M,C,J,O,2;K,L,D,J,M,3;A,B,C,E,I,1;D,E,H,L,B,3;H,I,K,N,F,3;C,D,E,G,K,1;E,B,L,I,F,3;P,A,B,C,H,1;G,H,J,I,N,2;B,F,G,I,J,1
D,E,L,H,B,3;K,L,M,N,D,1;L,M,A,J,E,2;F,J,A,K,M,2;B,F,I,M,G,3;H,I,O,K,F,3;M,J,N,A,D,2;A,B,C,J,E,1;C,D,E,J,B,1;G,H,F,I,N,2;P,A,E,H,B,3;I,F,J,K,P,1;B,C,F,J,D,3;F,G,I,J,H,3;A,N,B,O,F,2;N,O,C,P,G,2;J,K,C,A,L,3;J,A,N,O,B,1;E,B,F,G,J,1;O,P,C,A,G,2
H,I,F,N,J,1;K,L,B,M,A,2;B,C,K,E,D,3;A,B,D,C,I,2;J,A,O,N,B,2;N,O,P,F,A,1;F,J,A,L,K,3;A,N,O,F,P,1;F,G,H,A,J,1;G,H,I,K,A,1;O,P,I,A,B,2;J,K,B,L,M,2;C,D,G,L,E,3;M,J,A,E,P,1;L,M,J,A,E,1;B,F,I,J,G,3;I,F,O,J,M,2;D,E,B,G,L,1;P,A,C,B,H,2;E,B,J,H,F,3
G,H,I,F,O,1;C,D,E,G,L,1;E,B,M,F,G,2;F,G,A,J,H,3;O,P,A,I,C,1;P,A,D,F,B,3;N,O,G,P,B,2;D,E,B,K,H,1;A,B,C,I,D,1;A,N,G,O,B,2;B,C,J,D,E,2;F,J,P,M,K,3;H,I,J,F,N,2;J,K,L,B,A,1;L,M,E,A,J,3;J,A,B,O,N,3;M,J,P,B,A,3;K,L,M,B,A,1;B,F,G,A,I,1;I,F,A,K,J,3
K,L,C,N,M,3;B,C,E,D,J,2;A,N,B,O,G,2;L,M,J,E,A,1;G,H,F,N,I,3;J,K,C,A,L,3;E,B,F,J,G,1;P,A,H,B,E,2;F,J,M,P,K,3;F,G,H,I,A,1;O,P,A,D,I,1;N,O,C,P,H,2;A,B,F,C,E,2;J,A,N,F,O,1;M,J,E,N,A,3;C,D,L,B,E,3;B,F,G,M,I,1;I,F,J,O,K,1;D,E,M,H,B,3;H,I,J,F,N,2
H,I,P,F,L,2;O,P,A,G,C,1;D,E,F,M,B,3;M,J,O,A,B,2;A,B,C,I,D,1;G,H,A,I,K,2;N,O,P,H,A,1;E,B,M,H,F,3;P,A,B,E,F,1;J,A,P,N,E,2;B,F,H,M,G,3;B,C,J,E,D,3;L,M,N,C,J,3;K,L,M,A,B,1;F,J,B,L,K,3;C,D,E,B,L,1;I,F,L,J,A,2;J,K,C,M,L,3;A,N,O,P,B,1;F,G,N,H,I,2
L,M,D,N,J,3;A,N,B,F,O,3;F,G,J,H,A,2;I,F,J,L,O,1;A,B,C,E,J,1;P,A,I,B,D,2;N,O,A,P,H,2;H,I,J,N,F,3;M,J,N,B,A,3;J,A,P,N,B,2;D,E,K,B,H,2;B,C,F,D,K,2;F,J,K,A,M,1;E,B,F,M,H,1;G,H,A,K,I,3;J,K,A,B,L,3;K,L,M,A,D,1;B,F,I,M,G,3;O,P,H,B,A,3;C,D,B,E,J,2
N,O,P,A,G,1;G,H,A,K,I,3;P,A,C,B,H,2;D,E,K,H,B,3;A,N,O,P,G,1;H,I,L,F,N,2;M,J,D,P,A,3;J,A,E,N,P,2;L,M,J,E,A,1;A,B,E,F,C,3;F,G,N,J,H,3;O,P,H,A,D,2;B,C,D,E,K,1;C,D,K,F,E,3;B,F,H,G,M,2;E,B,L,H,F,3;I,F,J,K,A,1;F,J,K,B,L,1;J,K,L,A,B,1;K,L,B,A,M,3
L,M,O,J,D,2;B,F,G,M,I,1;C,D,E,F,L,1;O,P,C,I,A,3;F,G,A,I,H,3;A,B,E,F,C,3;M,J,P,A,D,2;J,A,B,P,N,3;D,E,G,B,M,2;N,O,P,C,F,1;P,A,H,E,B,3;K,L,B,M,A,2;B,C,E,D,J,2;J,K,L,C,M,1;I,F,J,L,O,1;A,N,B,P,O,3;F,J,K,A,M,1;E,B,L,F,I,2;H,I,F,N,L,1;G,H,O,I,F,2
B,C,D,E,K,1;H,I,F,P,J,1;B,F,H,J,G,3;A,B,F,D,C,3;J,K,C,L,A,2;K,L,A,M,C,2;E,B,I,F,M,2;D,E,B,M,F,1;I,F,O,L,J,3;P,A,C,B,F,2;G,H,I,J,A,1;C,D,E,B,J,1;L,M,E,J,O,2;J,A,P,E,N,3;N,O,A,H,P,3;F,J,B,K,L,2;O,P,C,I,A,3;F,G,H,I,N,1;A,N,F,B,O,3;M,J,N,B,A,3
D,E,K,F,B,3;K,L,M,J,C,1;M,J,E,O,A,3;B,F,I,G,J,2;L,M,N,J,E,2;N,O,C,P,F,2;J,A,N,P,B,1;P,A,D,H,B,3;H,I,F,L,N,1;A,B,I,C,D,2;E,B,F,H,M,1;A,N,F,B,O,3;O,P,I,A,C,2;G,H,I,N,K,1;C,D,J,E,F,2;F,J,L,K,B,2;B,C,F,E,D,3;F,G,I,N,H,3;J,K,B,M,L,3;I,F,J,K,P,1
