item1,item2,choice1,choice2,choice3,correct_choice (1-3)
A,B,I,E,C,3;F,J,B,M,K,3;J,A,N,O,F,1;H,I,N,F,K,2;M,J,N,A,B,2;B,C,F,E,D,3;L,M,J,C,A,1;P,A,B,E,I,1;F,G,H,A,J,1;O,P,I,C,A,3;K,L,C,J,M,3;D,E,F,B,K,2;C,D,F,E,K,2;B,F,H,G,A,2;E,B,F,J,G,1;G,H,I,A,K,1;I,F,P,J,M,2;A,N,P,F,O,3;J,K,M,L,A,2;N,O,G,P,B,2
A,N,O,F,B,1;J,A,B,N,O,2;B,C,K,E,D,3;M,J,A,N,B,1;E,B,F,J,H,1;O,P,G,B,A,3;F,J,A,K,L,2;K,L,C,M,J,2;F,G,J,H,I,2;P,A,C,I,B,3;J,K,M,L,A,2;C,D,E,G,J,1;A,B,E,I,C,3;D,E,B,L,F,1;L,M,D,A,J,3;I,F,A,L,J,3;H,I,J,N,F,3;N,O,H,P,B,2;B,F,G,I,A,1;G,H,I,N,K,1
A,B,E,J,C,3;I,F,K,J,A,2;C,D,B,L,E,3;D,E,B,L,G,1;N,O,P,B,G,1;G,H,J,I,N,2;J,K,L,M,A,1;F,G,N,J,H,3;L,M,O,J,C,2;A,N,F,P,O,3;M,J,A,O,E,1;F,J,M,K,A,2;B,C,D,F,K,1;K,L,C,A,M,3;E,B,G,F,J,2;J,A,N,B,P,1;P,A,F,C,B,3;B,F,G,H,M,1;H,I,F,O,K,1;O,P,I,D,A,3
C,D,K,E,F,2;A,N,O,G,B,1;B,C,D,K,F,1;J,A,F,O,N,3;K,L,D,A,M,3;J,K,M,C,L,3;L,M,J,D,N,1;M,J,P,A,E,2;G,H,F,I,O,2;I,F,A,J,K,2;F,G,H,I,J,1;P,A,H,D,B,3;N,O,H,C,P,3;B,F,A,H,G,3;E,B,J,F,G,2;F,J,K,M,B,1;D,E,K,G,B,3;A,B,C,E,I,1;O,P,I,A,C,2;H,I,F,N,J,1
C,D,E,K,G,1;B,C,E,D,K,2;I,F,O,J,L,2;H,I,F,P,J,1;J,K,M,A,L,3;J,A,E,N,O,2;D,E,H,M,B,3;E,B,I,F,M,2;N,O,B,P,H,2;M,J,A,P,B,1;F,G,I,J,H,3;K,L,M,B,J,1;P,A,B,H,D,1;O,P,G,D,A,3;F,J,K,L,A,1;A,N,G,P,O,3;B,F,J,I,G,3;L,M,J,C,A,1;G,H,I,A,J,1;A,B,D,C,F,2
A,B,E,C,F,2;O,P,H,B,A,3;E,B,F,H,M,1;L,M,N,J,C,2;N,O,P,C,F,1;J,K,L,A,M,1;M,J,D,A,N,2;C,D,K,B,E,3;F,J,M,B,K,3;F,G,H,A,J,1;B,F,G,I,M,1;D,E,L,B,H,2;H,I,L,F,N,2;B,C,F,D,E,2;K,L,B,J,M,3;J,A,P,N,F,2;I,F,J,M,O,1;P,A,F,E,B,3;A,N,P,B,O,3;G,H,A,K,I,3
M,J,N,E,A,3;E,B,L,F,H,2;G,H,I,K,A,1;A,B,C,D,I,1;J,A,F,N,O,2;B,F,G,I,J,1;N,O,P,G,C,1;C,D,B,L,E,3;F,J,K,A,L,1;O,P,I,D,A,3;L,M,C,N,J,3;B,C,D,F,K,1;I,F,O,J,L,2;K,L,M,A,D,1;D,E,L,B,G,2;F,G,H,J,A,1;H,I,N,F,K,2;J,K,A,L,C,2;P,A,B,I,C,1;A,N,O,B,G,1
B,F,I,G,M,2;C,D,G,L,E,3;H,I,F,L,P,1;I,F,K,A,J,3;N,O,C,F,P,3;B,C,F,E,D,3;L,M,N,J,C,2;A,B,C,I,D,1;D,E,H,B,M,2;E,B,F,I,M,1;P,A,I,B,E,2;M,J,E,P,A,3;K,L,M,J,B,1;J,A,E,N,O,2;J,K,L,M,A,1;F,J,A,M,K,3;G,H,K,I,N,2;A,N,B,O,F,2;O,P,B,H,A,3;F,G,H,A,I,1
I,F,M,A,J,3;B,F,I,G,M,2;M,J,A,B,N,1;F,G,H,N,J,1;P,A,F,D,B,3;G,H,F,I,A,2;H,I,O,F,L,2;K,L,M,D,N,1;D,E,L,F,B,3;E,B,M,F,G,2;B,C,K,F,D,3;A,N,O,P,G,1;J,K,A,L,B,2;F,J,A,K,M,2;N,O,F,P,C,2;O,P,A,B,I,1;L,M,J,D,A,1;C,D,J,G,E,3;J,A,N,E,P,1;A,B,C,E,F,1
L,M,A,D,J,3;J,A,O,N,E,2;A,N,B,F,O,3;C,D,B,E,L,2;D,E,B,H,M,1;M,J,N,A,D,2;I,F,J,L,P,1;F,J,K,A,M,1;B,C,K,D,F,2;K,L,J,B,M,3;J,K,M,L,B,2;E,B,F,G,J,1;O,P,I,A,B,2;N,O,B,H,P,3;F,G,I,A,H,3;A,B,C,J,E,1;P,A,B,F,D,1;B,F,J,G,H,2;G,H,A,I,F,2;H,I,F,N,K,1
