item1,item2,choice1,choice2,choice3,correct_choice (1-3)
E,F,I,A,G,3;B,J,A,D,F,1;F,G,B,A,E,3;C,D,F,E,H,2;J,A,D,B,G,2;A,B,C,E,G,1;H,I,J,C,B,3;D,E,H,F,J,2;B,C,E,G,D,3;E,H,J,I,B,2;I,B,A,J,E,2;G,E,H,B,A,1
A,B,D,H,C,3;H,I,A,B,C,2;E,H,I,D,J,1;B,C,G,D,I,2;E,F,H,B,G,3;G,E,H,C,I,1;J,A,B,E,G,1;C,D,G,H,E,3;I,B,E,J,A,2;B,J,C,A,G,2;D,E,F,H,J,1;F,G,J,E,B,2
G,E,C,H,B,2;C,D,G,H,E,3;B,C,E,I,D,3;I,B,D,J,C,2;E,H,I,C,B,1;A,B,C,E,G,1;D,E,F,H,J,1;B,J,D,G,A,3;J,A,E,B,C,2;E,F,I,J,G,3;F,G,B,E,H,2;H,I,A,B,E,2
D,E,B,G,F,3;H,I,B,A,D,1;J,A,G,B,E,2;B,J,C,A,E,2;E,H,B,A,I,3;F,G,E,A,I,1;A,B,G,D,C,3;I,B,A,E,J,3;C,D,E,G,H,1;B,C,D,I,E,1;G,E,A,B,H,3;E,F,J,H,G,3
B,C,H,E,D,3;J,A,B,E,F,1;E,F,H,G,J,2;A,B,G,E,C,3;F,G,H,E,A,2;H,I,B,J,E,1;B,J,A,F,D,1;D,E,B,G,F,3;G,E,B,I,H,3;I,B,J,A,D,1;C,D,F,H,E,3;E,H,I,A,D,1
B,J,F,D,A,3;D,E,I,G,F,3;C,D,E,F,H,1;E,F,G,I,A,1;A,B,E,C,H,2;H,I,E,B,A,2;J,A,B,E,F,1;E,H,D,I,A,2;G,E,J,C,H,3;F,G,J,E,H,2;I,B,C,E,J,3;B,C,E,I,D,3
E,F,G,B,I,1;I,B,D,C,J,3;E,H,D,B,I,3;B,C,F,D,I,2;A,B,C,H,F,1;F,G,J,E,I,2;D,E,G,J,F,3;J,A,G,B,D,2;B,J,C,G,A,3;G,E,B,H,A,2;C,D,E,F,I,1;H,I,B,A,C,1
B,C,F,D,E,2;I,B,E,A,J,3;E,F,G,B,I,1;F,G,J,E,B,2;A,B,C,G,E,1;B,J,E,A,C,2;G,E,C,I,H,3;E,H,B,C,I,3;J,A,C,B,G,2;D,E,H,I,F,3;H,I,C,B,A,2;C,D,G,I,E,3
G,E,I,B,H,3;B,C,D,E,I,1;B,J,E,A,C,2;A,B,H,C,D,2;F,G,A,H,E,3;D,E,F,H,B,1;E,H,J,I,C,2;I,B,J,E,C,1;E,F,H,B,G,3;J,A,B,D,F,1;C,D,E,G,I,1;H,I,D,J,B,3
B,J,A,C,E,1;G,E,H,J,A,1;B,C,D,E,G,1;F,G,A,E,H,2;H,I,E,A,B,3;D,E,F,H,I,1;E,F,J,H,G,3;I,B,E,A,J,3;J,A,C,B,G,2;C,D,B,E,G,2;A,B,D,C,H,2;E,H,I,C,B,1
B,J,G,A,D,2;D,E,H,J,F,3;J,A,E,F,B,3;A,B,C,E,G,1;G,E,J,H,A,2;E,H,I,D,A,1;B,C,F,E,D,3;H,I,C,J,B,3;E,F,H,B,G,3;I,B,E,J,A,2;F,G,B,E,A,2;C,D,B,E,F,2
G,E,C,H,B,2;A,B,F,G,C,3;B,J,A,G,C,1;H,I,A,D,B,3;E,H,B,C,I,3;F,G,H,E,A,2;C,D,E,H,F,1;B,C,I,D,F,2;E,F,I,G,B,2;I,B,A,D,J,3;D,E,F,H,B,1;J,A,D,F,B,3
G,E,A,J,H,3;B,C,D,I,E,1;H,I,B,A,D,1;I,B,C,J,E,2;F,G,B,E,J,2;D,E,F,I,H,1;C,D,E,H,G,1;B,J,G,D,A,3;E,F,I,G,A,2;J,A,E,F,B,3;E,H,C,I,A,2;A,B,E,D,C,3
E,F,A,G,H,2;B,J,A,F,C,1;F,G,I,J,E,3;J,A,B,F,E,1;C,D,E,B,G,1;A,B,G,C,E,2;H,I,C,A,B,3;E,H,B,I,A,2;G,E,J,H,A,2;I,B,C,F,J,3;B,C,G,E,D,3;D,E,F,J,H,1
C,D,G,E,I,2;F,G,E,B,A,1;B,J,D,G,A,3;I,B,A,F,J,3;A,B,C,H,E,1;J,A,C,B,F,2;E,F,G,A,H,1;G,E,H,A,J,1;D,E,F,G,I,1;H,I,J,B,C,2;E,H,B,I,D,2;B,C,D,F,H,1
