item1,item2,choice1,choice2,choice3,correct_choice (1-3)
B,C,D,G,E,1;C,D,I,E,F,2;F,G,I,J,E,3;B,J,D,E,A,3;E,F,G,B,H,1;I,B,E,J,C,2;J,A,G,E,B,3;A,B,C,D,H,1;E,H,B,I,A,2;G,E,H,J,C,1;D,E,H,F,I,2;H,I,B,A,E,1
B,C,D,H,F,1;D,E,F,G,J,1;J,A,B,E,F,1;I,B,E,C,J,3;A,B,E,C,D,2;C,D,E,F,I,1;G,E,A,B,H,3;F,G,B,E,H,2;B,J,A,F,C,1;H,I,E,A,B,3;E,F,G,H,J,1;E,H,D,J,I,3
H,I,B,J,C,1;A,B,D,C,H,2;I,B,J,E,A,1;B,C,F,E,D,3;C,D,E,B,G,1;F,G,J,I,E,3;D,E,B,F,H,2;G,E,A,B,H,3;J,A,B,E,F,1;E,H,C,I,B,2;B,J,A,C,E,1;E,F,G,J,I,1
A,B,H,C,D,2;C,D,G,H,E,3;I,B,F,A,J,3;E,H,I,J,C,1;G,E,B,H,A,2;E,F,H,B,G,3;B,C,D,G,I,1;H,I,A,D,B,3;J,A,E,G,B,3;F,G,B,J,E,3;B,J,D,A,E,2;D,E,G,I,F,3
D,E,J,F,G,2;H,I,E,A,B,3;E,H,I,J,D,1;G,E,I,A,H,3;C,D,E,G,H,1;J,A,B,D,F,1;B,J,G,A,D,2;I,B,C,J,E,2;A,B,C,G,F,1;B,C,F,H,D,3;F,G,E,J,H,1;E,F,A,G,I,2
G,E,B,H,A,2;B,C,E,D,F,2;J,A,B,F,D,1;B,J,C,E,A,3;C,D,G,I,E,3;I,B,J,A,D,1;A,B,G,E,C,3;F,G,E,I,J,1;E,F,G,H,A,1;H,I,E,A,B,3;D,E,G,J,F,3;E,H,I,J,C,1
G,E,J,H,A,2;C,D,E,I,G,1;A,B,C,H,E,1;B,C,F,I,D,3;E,F,A,G,H,2;J,A,G,E,B,3;E,H,I,C,A,1;F,G,A,E,H,2;B,J,D,A,E,2;H,I,J,C,B,3;I,B,C,F,J,3;D,E,G,J,F,3
J,A,F,B,D,2;F,G,E,J,B,1;B,J,A,C,F,1;E,H,I,B,A,1;G,E,A,B,H,3;E,F,A,G,I,2;I,B,J,F,C,1;A,B,H,D,C,3;C,D,B,E,G,2;B,C,D,I,G,1;D,E,G,B,F,3;H,I,E,B,J,2
B,C,D,I,F,1;I,B,J,C,D,1;J,A,E,B,D,2;A,B,F,H,C,3;G,E,I,H,C,2;E,H,J,C,I,3;F,G,E,I,A,1;H,I,D,J,B,3;D,E,F,I,G,1;E,F,G,B,I,1;C,D,E,G,H,1;B,J,C,A,E,2
D,E,F,I,G,1;I,B,J,A,F,1;E,H,D,I,B,2;A,B,G,C,F,2;G,E,C,H,I,2;F,G,E,A,B,1;C,D,H,G,E,3;B,J,C,A,F,2;E,F,G,J,I,1;B,C,H,G,D,3;H,I,B,J,E,1;J,A,C,E,B,3
J,A,F,D,B,3;C,D,I,E,F,2;I,B,J,D,A,1;H,I,E,B,J,2;D,E,H,I,F,3;F,G,B,J,E,3;G,E,H,B,C,1;E,F,G,I,A,1;B,J,D,A,E,2;B,C,H,D,E,2;A,B,D,C,H,2;E,H,I,C,B,1
B,J,D,G,A,3;F,G,H,E,B,2;B,C,H,D,E,2;A,B,C,G,F,1;E,F,I,G,B,2;E,H,I,J,C,1;J,A,E,F,B,3;I,B,C,E,J,3;G,E,H,A,B,1;C,D,E,F,H,1;D,E,F,J,H,1;H,I,D,J,B,3
D,E,G,B,F,3;F,G,B,E,J,2;B,C,G,D,E,2;A,B,C,F,E,1;E,H,I,D,B,1;H,I,A,B,D,2;J,A,F,E,B,3;I,B,A,J,F,2;C,D,G,I,E,3;E,F,H,G,B,2;G,E,C,H,J,2;B,J,D,A,F,2
G,E,C,I,H,3;C,D,E,F,B,1;H,I,B,D,A,1;B,J,E,A,C,2;A,B,H,D,C,3;E,F,J,G,H,2;J,A,C,B,F,2;F,G,H,B,E,3;D,E,G,F,I,2;E,H,C,J,I,3;I,B,F,J,A,2;B,C,F,E,D,3
E,H,C,I,A,2;B,J,A,D,E,1;F,G,B,J,E,3;C,D,G,I,E,3;J,A,E,B,D,2;D,E,G,J,F,3;B,C,E,D,H,2;A,B,F,E,C,3;G,E,A,H,B,2;E,F,G,H,B,1;H,I,B,E,A,1;I,B,J,C,E,1
